transaction_id,account_id,customer_id,amount,transaction_type,merchant,transaction_date
T399,A16,C16,1061.47,credit,Flipkart,2026-04-14 12:57:00
T400,A80,C80,3361.56,debit,Zomato,2026-04-14 7:38:00
T401,A52,C52,3995.84,,Swiggy,2026-04-14 17:7:00
T402,A24,C24,19269.26,debit,,2026-04-14 9:14:00
T403,A34,C34,12028.15,debit,Flipkart,2026-04-14 19:36:00
T404,A83,C83,14084.42,,Zomato,2026-04-14 9:45:00
T405,A63,C63,4356.67,,Swiggy,2026-04-14 14:54:00
T406,A85,C85,9731.39,credit,Amazon,2026-04-14 3:58:00
T407,A19,C19,14037.87,DEBIT,Amazon,2026-04-14 8:11:00
T408,A19,C19,14568.5,,,2026-04-14 7:2:00
T409,A83,C83,18438.59,DEBIT,Amazon,2026-04-14 18:46:00
T410,A41,C41,14219.74,,Flipkart,2026-04-14 14:59:00
T411,A46,C46,-8.34,,Swiggy,2026-04-14 5:19:00
T412,A83,C83,5742.72,,Swiggy,2026-04-14 17:49:00
T413,A11,C11,13102.76,DEBIT,Amazon,2026-04-14 6:21:00
T414,A63,C63,10230.0,,,2026-04-14 11:58:00
T415,A77,C77,10510.75,credit,Swiggy,2026-04-14 1:21:00
T416,A37,C37,2376.82,DEBIT,,2026-04-14 4:19:00
T417,A84,C84,18835.16,,Swiggy,2026-04-14 9:12:00
T418,A65,C65,18488.74,debit,Zomato,2026-04-14 22:14:00
T419,A16,C16,6673.71,debit,Amazon,2026-04-14 11:31:00
T420,A60,C60,9428.64,debit,Zomato,2026-04-14 4:33:00
T421,A5,C5,7526.26,,Amazon,2026-04-14 22:40:00
T422,A31,C31,2709.19,DEBIT,Amazon,2026-04-14 12:16:00
T423,A15,C15,9547.36,debit,Zomato,2026-04-14 9:53:00
T424,A48,C48,17034.12,debit,,2026-04-14 1:2:00
T425,A42,C42,12528.58,DEBIT,Zomato,2026-04-14 3:22:00
T426,A26,C26,5594.87,DEBIT,Swiggy,2026-04-14 14:39:00
T427,A75,C75,1941.85,debit,Swiggy,2026-04-14 14:47:00
T428,A26,C26,5482.75,debit,Zomato,2026-04-14 4:48:00
T429,A64,C64,15346.72,,Amazon,2026-04-14 13:56:00
T430,A80,C80,12955.11,DEBIT,,2026-04-14 14:45:00
T431,A81,C81,17541.09,DEBIT,Amazon,2026-04-14 8:44:00
T432,A10,C10,52.85,DEBIT,Flipkart,2026-04-14 5:4:00
T433,A37,C37,6937.16,credit,Swiggy,2026-04-14 5:30:00
T434,A60,C60,12956.24,credit,Swiggy,2026-04-14 15:28:00
T435,A24,C24,5735.66,,Flipkart,2026-04-14 13:38:00
T436,A11,C11,16714.49,debit,Zomato,2026-04-14 15:42:00
T437,A48,C48,5268.33,credit,Swiggy,2026-04-14 10:15:00
T438,A53,C53,3283.67,debit,Swiggy,2026-04-14 9:20:00
T439,A19,C19,2196.56,debit,,2026-04-14 22:20:00
T440,A69,C69,1173.14,DEBIT,,2026-04-14 7:40:00
T441,A85,C85,19883.44,credit,Amazon,2026-04-14 4:8:00
T442,A75,C75,13129.61,debit,Flipkart,2026-04-14 4:56:00
T443,A39,C39,10020.28,DEBIT,Flipkart,2026-04-14 22:6:00
T444,A84,C84,11888.1,DEBIT,Flipkart,2026-04-14 17:15:00
T445,A74,C74,10130.03,,Zomato,2026-04-14 21:6:00
T446,A5,C5,18982.58,debit,Flipkart,2026-04-14 12:20:00
T8,A1,C1,13695.3,,Amazon,2026-04-14 4:56:00
T448,A4,C4,200.93,,Amazon,2026-04-14 19:22:00
T449,A47,C47,14160.46,,Zomato,2026-04-14 22:42:00
T450,A95,C95,18075.98,credit,Flipkart,2026-04-14 17:39:00
T451,A92,C92,13452.57,debit,,2026-04-14 1:11:00
T452,A90,C90,10460.08,DEBIT,Amazon,2026-04-14 20:52:00
T453,A10,C10,7964.98,DEBIT,Zomato,2026-04-14 0:42:00
T454,A61,C61,6907.35,DEBIT,Zomato,2026-04-14 9:9:00
T455,A5,C5,16961.9,,,2026-04-14 5:10:00
T456,A25,C25,18872.7,DEBIT,Flipkart,2026-04-14 23:37:00
T457,A46,C46,19732.14,credit,Flipkart,2026-04-14 6:36:00
T458,A13,C13,15367.39,,Swiggy,2026-04-14 20:17:00
T459,A54,C54,18799.72,,Flipkart,2026-04-14 6:26:00
T460,A33,C33,11324.89,,Swiggy,2026-04-14 16:54:00
T461,A4,C4,14757.65,,Swiggy,2026-04-14 1:10:00
T462,A95,C95,11520.08,DEBIT,Flipkart,2026-04-14 22:36:00
T463,A16,C16,5182.95,DEBIT,Swiggy,2026-04-14 12:28:00
T464,A66,C66,12708.57,credit,Swiggy,2026-04-14 12:46:00
T465,A73,C73,13530.7,DEBIT,Swiggy,2026-04-14 14:44:00
T2,A25,C25,19103.46,debit,Zomato,2026-04-14 19:46:00
T467,A89,C89,18185.92,,,2026-04-14 10:55:00
T468,A4,C4,4134.45,credit,Amazon,2026-04-14 2:23:00
T469,A23,C23,7994.92,credit,Flipkart,2026-04-14 10:23:00
T470,A26,C26,16375.14,,Amazon,2026-04-14 4:11:00
T471,A82,C82,15269.35,,Zomato,2026-04-14 22:51:00
T472,A38,C38,4538.96,credit,Swiggy,2026-04-14 8:36:00
T473,A51,C51,16020.15,DEBIT,Swiggy,2026-04-14 16:19:00
T474,A38,C38,17408.77,credit,Zomato,2026-04-14 14:40:00
T475,A75,C75,12168.03,debit,,2026-04-14 22:33:00
T476,A62,C62,15636.93,credit,Flipkart,2026-04-14 18:28:00
T477,A78,C78,10899.39,debit,Zomato,2026-04-14 15:58:00
T478,A12,C12,11797.92,credit,,2026-04-14 21:35:00
T479,A93,C93,19695.11,debit,,2026-04-14 1:34:00
T480,A92,C92,7438.3,credit,Flipkart,2026-04-14 16:38:00
T481,A92,C92,16818.02,credit,Zomato,2026-04-14 23:2:00
T482,A33,C33,7195.5,debit,Amazon,2026-04-14 12:1:00
T483,A25,C25,6932.04,DEBIT,Amazon,2026-04-14 13:29:00
T484,A13,C13,476.02,DEBIT,Zomato,2026-04-14 19:57:00
T485,A89,C89,8214.5,,Amazon,2026-04-14 20:23:00
T486,A90,C90,1946.22,credit,,2026-04-14 16:32:00
T487,A86,C86,15919.82,DEBIT,,2026-04-14 12:17:00
T488,A71,C71,8633.97,debit,Flipkart,2026-04-14 14:41:00
T489,A73,C73,15116.71,credit,Flipkart,2026-04-14 2:14:00
T490,A39,C39,13430.48,DEBIT,Zomato,2026-04-14 2:13:00
T491,A34,C34,6168.82,debit,Swiggy,2026-04-14 1:4:00
T492,A96,C96,13298.09,DEBIT,,2026-04-14 18:8:00
T493,A73,C73,6388.39,debit,Zomato,2026-04-14 22:15:00
T494,A4,C4,1969.85,,Amazon,2026-04-14 0:50:00
T495,A73,C73,3296.47,debit,Zomato,2026-04-14 19:40:00
T496,A89,C89,5360.7,credit,,2026-04-14 2:57:00
T497,A45,C45,1009.57,debit,Flipkart,2026-04-14 21:15:00
T498,A70,C70,4373.64,debit,Amazon,2026-04-14 5:28:00
T499,A25,C25,642.44,,Swiggy,2026-04-14 11:38:00
T500,A53,C53,6768.74,debit,Swiggy,2026-04-14 1:42:00
T501,A92,C92,2870.3,DEBIT,,2026-04-14 17:0:00
T502,A23,C23,10685.23,debit,Zomato,2026-04-14 0:3:00
T503,A31,C31,18999.87,,Amazon,2026-04-14 2:4:00
T504,A82,C82,14207.46,credit,Swiggy,2026-04-14 12:15:00
T505,A3,C3,-48.8,debit,Swiggy,2026-04-14 16:1:00
T506,A55,C55,19106.94,debit,,2026-04-14 1:23:00
T507,A19,C19,13506.12,credit,,2026-04-14 6:0:00
T508,A54,C54,5075.18,DEBIT,Flipkart,2026-04-14 19:6:00
T509,A48,C48,4268.25,,Zomato,2026-04-14 14:57:00
T510,A80,C80,5667.06,credit,Flipkart,2026-04-14 21:50:00
T511,A30,C30,14576.05,,Swiggy,2026-04-14 0:29:00
T512,A78,C78,15022.2,debit,Amazon,2026-04-14 0:42:00
T513,A16,C16,18113.14,credit,,2026-04-14 17:33:00
T514,A54,C54,19976.64,credit,Amazon,2026-04-14 14:5:00
T515,A78,C78,11223.71,DEBIT,Flipkart,2026-04-14 9:16:00
T516,A21,C21,9363.09,credit,Flipkart,2026-04-14 3:47:00
T517,A77,C77,15903.42,DEBIT,Zomato,2026-04-14 13:35:00
T518,A32,C32,7709.86,,Zomato,2026-04-14 5:58:00
T519,A87,C87,12596.71,debit,Amazon,2026-04-14 7:39:00
T520,A60,C60,5186.91,,Swiggy,2026-04-14 21:34:00
T521,A79,C79,2977.3,debit,Amazon,2026-04-14 18:11:00
T522,A29,C29,2187.0,,Amazon,2026-04-14 2:58:00
T523,A62,C62,9288.44,,Amazon,2026-04-14 16:36:00
T524,A55,C55,19071.81,debit,Zomato,2026-04-14 7:9:00
T525,A29,C29,4176.21,credit,Amazon,2026-04-14 16:1:00
T526,A53,C53,8722.77,debit,Amazon,2026-04-14 19:6:00
T527,A39,C39,14229.43,,Flipkart,2026-04-14 23:31:00
T528,A19,C19,4931.03,credit,Zomato,2026-04-14 4:14:00
T529,A56,C56,14985.87,DEBIT,Swiggy,2026-04-14 19:56:00
T530,A88,C88,15547.49,DEBIT,,2026-04-14 15:25:00
T531,A66,C66,12180.98,debit,,2026-04-14 17:1:00
T532,A31,C31,2745.13,,Amazon,2026-04-14 22:43:00
T533,A82,C82,15219.67,,Flipkart,2026-04-14 3:7:00
T534,A46,C46,10392.74,credit,Swiggy,2026-04-14 1:47:00
T535,A97,C97,16014.18,debit,,2026-04-14 18:56:00
T536,A80,C80,16778.57,debit,Flipkart,2026-04-14 15:6:00
T537,A71,C71,10273.28,credit,,2026-04-14 8:28:00
T538,A41,C41,19942.27,credit,Swiggy,2026-04-14 23:6:00
T539,A16,C16,11507.57,credit,,2026-04-14 9:36:00
T540,A68,C68,7120.24,,Zomato,2026-04-14 22:4:00
T541,A94,C94,796.9,debit,Amazon,2026-04-14 9:9:00
T542,A41,C41,15592.0,,,2026-04-14 18:33:00
T543,A11,C11,7388.09,credit,Flipkart,2026-04-14 7:40:00
T544,A3,C3,16083.11,debit,,2026-04-14 15:50:00
T545,A11,C11,13125.84,DEBIT,Amazon,2026-04-14 18:36:00
T546,A55,C55,16613.19,credit,Flipkart,2026-04-14 5:51:00
T547,A87,C87,19571.24,credit,Swiggy,2026-04-14 4:40:00
T548,A66,C66,10076.5,,Flipkart,2026-04-14 1:37:00
T549,A72,C72,9844.25,credit,Amazon,2026-04-14 15:21:00
T550,A18,C18,6534.91,DEBIT,Amazon,2026-04-14 0:1:00
T551,A40,C40,19019.54,DEBIT,Zomato,2026-04-14 8:44:00
T552,A71,C71,9077.76,debit,Swiggy,2026-04-14 17:23:00
T553,A69,C69,16884.59,,Amazon,2026-04-14 6:45:00
T554,A79,C79,2351.13,DEBIT,Swiggy,2026-04-14 18:28:00
T555,A90,C90,4065.02,credit,Zomato,2026-04-14 14:18:00
T556,A52,C52,16411.62,credit,Flipkart,2026-04-14 1:9:00
T557,A93,C93,8502.22,DEBIT,Swiggy,2026-04-14 3:46:00
T558,A100,C100,15196.76,DEBIT,Swiggy,2026-04-14 23:34:00
T559,A32,C32,9312.29,,Zomato,2026-04-14 6:2:00
T560,A27,C27,6035.09,,,2026-04-14 17:41:00
T561,A77,C77,1024.5,DEBIT,,2026-04-14 8:19:00
T562,A37,C37,588.71,DEBIT,Flipkart,2026-04-14 23:1:00
T563,A54,C54,19286.17,,Swiggy,2026-04-14 7:1:00
T564,A7,C7,4339.47,,Amazon,2026-04-14 5:20:00
T565,A92,C92,16181.16,,,2026-04-14 3:14:00
T566,A77,C77,8638.77,credit,Flipkart,2026-04-14 16:53:00
T567,A79,C79,1085.33,debit,,2026-04-14 20:13:00
T568,A27,C27,16726.44,DEBIT,Zomato,2026-04-14 9:26:00
T569,A35,C35,18732.19,credit,,2026-04-14 11:37:00
T570,A10,C10,16025.61,,Flipkart,2026-04-14 10:22:00
T571,A36,C36,16624.83,credit,Amazon,2026-04-14 10:44:00
T572,A40,C40,16236.27,,,2026-04-14 19:0:00
T573,A59,C59,9118.58,DEBIT,Flipkart,2026-04-14 17:27:00
T574,A25,C25,14534.85,,Swiggy,2026-04-14 15:50:00
T575,A55,C55,9436.89,debit,Swiggy,2026-04-14 22:38:00
T576,A12,C12,19274.39,debit,Zomato,2026-04-14 13:28:00
T577,A17,C17,19556.91,,Amazon,2026-04-14 20:29:00
T578,A65,C65,11943.15,credit,Swiggy,2026-04-14 16:12:00
T579,A72,C72,4580.31,,Swiggy,2026-04-14 5:5:00
T580,A18,C18,15831.21,credit,Zomato,2026-04-14 11:9:00
T581,A27,C27,15076.74,debit,,2026-04-14 1:33:00
T582,A100,C100,19130.01,DEBIT,Amazon,2026-04-14 19:25:00
T583,A34,C34,3824.84,DEBIT,Zomato,2026-04-14 17:15:00
T584,A99,C99,8039.05,credit,Amazon,2026-04-14 23:12:00
T585,A61,C61,12548.33,DEBIT,Flipkart,2026-04-14 18:28:00
T586,A32,C32,15460.79,,Zomato,2026-04-14 5:46:00
T587,A98,C98,10090.68,,Flipkart,2026-04-14 21:52:00
T588,A23,C23,18037.14,,Flipkart,2026-04-14 12:13:00
T589,A29,C29,14758.55,credit,Swiggy,2026-04-14 6:18:00
T590,A19,C19,5072.4,credit,Amazon,2026-04-14 0:46:00
T591,A40,C40,9698.57,,,2026-04-14 23:43:00
T592,A66,C66,11995.07,,Flipkart,2026-04-14 4:6:00
T593,A28,C28,3755.34,DEBIT,Flipkart,2026-04-14 21:49:00
T594,A91,C91,18135.32,credit,,2026-04-14 1:42:00
T595,A19,C19,1659.33,debit,Amazon,2026-04-14 21:5:00
T596,A25,C25,1425.54,debit,Flipkart,2026-04-14 8:29:00
T597,A84,C84,19404.82,,Swiggy,2026-04-14 20:32:00
T598,A33,C33,5799.74,debit,Swiggy,2026-04-14 3:43:00
T599,A82,C82,18330.24,,,2026-04-14 23:55:00
T600,A27,C27,13634.24,,,2026-04-14 23:57:00
T601,A87,C87,10920.81,credit,Flipkart,2026-04-14 6:52:00
T602,A56,C56,11694.9,,Swiggy,2026-04-14 9:26:00
T603,A34,C34,16632.41,DEBIT,,2026-04-14 6:14:00
T604,A94,C94,19443.51,debit,Swiggy,2026-04-14 22:50:00
T605,A77,C77,18155.15,,Swiggy,2026-04-14 9:3:00
T606,A94,C94,6897.92,debit,Zomato,2026-04-14 10:3:00
T607,A38,C38,12948.5,credit,Zomato,2026-04-14 22:54:00
T608,A87,C87,7238.55,credit,Zomato,2026-04-14 13:38:00
T609,A80,C80,17139.05,credit,,2026-04-14 15:59:00
T610,A77,C77,11582.68,credit,Amazon,2026-04-14 5:53:00
T611,A58,C58,14639.02,debit,Swiggy,2026-04-14 11:11:00
T612,A85,C85,8530.07,debit,Swiggy,2026-04-14 3:4:00
T613,A77,C77,13024.25,,Swiggy,2026-04-14 19:32:00
T614,A98,C98,7697.85,DEBIT,,2026-04-14 2:58:00
T615,A5,C5,1466.02,,Zomato,2026-04-14 7:41:00
T616,A23,C23,9533.08,DEBIT,Zomato,2026-04-14 3:51:00
T617,A2,C2,19582.83,,Swiggy,2026-04-14 21:50:00
T618,A17,C17,9274.51,DEBIT,Flipkart,2026-04-14 0:19:00
T619,A10,C10,17758.65,debit,Flipkart,2026-04-14 10:17:00
T620,A22,C22,13506.52,DEBIT,Zomato,2026-04-14 21:23:00
T621,A50,C50,17039.25,,,2026-04-14 1:5:00
T622,A77,C77,14493.22,DEBIT,Amazon,2026-04-14 6:31:00
T623,A44,C44,11369.12,,Zomato,2026-04-14 9:45:00
T624,A45,C45,124.04,DEBIT,,2026-04-14 5:24:00
T625,A99,C99,17209.35,debit,Flipkart,2026-04-14 4:8:00
T626,A31,C31,19118.56,credit,,2026-04-14 17:20:00
T627,A91,C91,13276.67,credit,,2026-04-14 7:26:00
T628,A46,C46,9035.49,DEBIT,Flipkart,2026-04-14 0:37:00
T629,A97,C97,17295.71,DEBIT,Amazon,2026-04-14 5:8:00
T630,A91,C91,5119.4,DEBIT,Amazon,2026-04-14 12:1:00
T631,A40,C40,6215.71,DEBIT,,2026-04-14 7:3:00
T632,A38,C38,3087.64,credit,Amazon,2026-04-14 0:48:00
T633,A88,C88,18940.8,debit,,2026-04-14 22:13:00
T634,A91,C91,6477.61,credit,,2026-04-14 4:8:00
T635,A96,C96,18349.01,debit,Amazon,2026-04-14 4:31:00
T636,A21,C21,5005.59,,,2026-04-14 2:20:00
T637,A98,C98,4592.83,,,2026-04-14 15:47:00
T638,A46,C46,13989.6,DEBIT,Zomato,2026-04-14 4:5:00
T639,A40,C40,17835.04,DEBIT,Amazon,2026-04-14 6:1:00
T640,A48,C48,3747.26,debit,Flipkart,2026-04-14 16:49:00
T641,A91,C91,18722.81,DEBIT,Zomato,2026-04-14 6:6:00
T642,A6,C6,17701.8,DEBIT,Zomato,2026-04-14 22:44:00
T643,A18,C18,8229.54,debit,Amazon,2026-04-14 17:17:00
T644,A65,C65,14350.11,debit,Zomato,2026-04-14 4:55:00
T645,A51,C51,4593.47,credit,Zomato,2026-04-14 23:27:00
T646,A25,C25,16527.73,,Zomato,2026-04-14 22:35:00
T647,A24,C24,13357.54,credit,Zomato,2026-04-14 15:32:00
T648,A6,C6,14346.16,DEBIT,Swiggy,2026-04-14 17:33:00
T649,A39,C39,9711.61,,Swiggy,2026-04-14 8:40:00
T650,A74,C74,17072.11,,Flipkart,2026-04-14 23:28:00
T651,A28,C28,19226.8,debit,Amazon,2026-04-14 5:55:00
T652,A42,C42,12909.86,credit,Swiggy,2026-04-14 13:54:00
T653,A47,C47,19426.02,,Swiggy,2026-04-14 13:36:00
T654,A73,C73,1093.97,debit,,2026-04-14 9:18:00
T655,A85,C85,11468.79,credit,Flipkart,2026-04-14 8:54:00
T656,A87,C87,6476.41,,Swiggy,2026-04-14 16:31:00
T657,A78,C78,7104.78,,,2026-04-14 4:15:00
T658,A45,C45,4672.68,credit,Amazon,2026-04-14 19:37:00
T659,A2,C2,12351.31,,Swiggy,2026-04-14 2:39:00
T660,A39,C39,983.85,,Amazon,2026-04-14 13:2:00
T661,A82,C82,4414.72,,Swiggy,2026-04-14 22:49:00
T662,A45,C45,13055.89,credit,,2026-04-14 4:35:00
T663,A72,C72,2153.56,debit,Amazon,2026-04-14 0:4:00
T664,A15,C15,13348.25,debit,Flipkart,2026-04-14 3:35:00
T665,A67,C67,8488.1,debit,Swiggy,2026-04-14 9:11:00
T666,A50,C50,12971.88,,Swiggy,2026-04-14 1:0:00
T667,A53,C53,9840.96,credit,Zomato,2026-04-14 23:44:00
T668,A38,C38,3103.27,debit,Swiggy,2026-04-14 14:24:00
T669,A49,C49,480.39,DEBIT,Amazon,2026-04-14 21:22:00
T670,A33,C33,18390.42,DEBIT,Flipkart,2026-04-14 5:28:00
T671,A52,C52,14575.08,,Zomato,2026-04-14 19:27:00
T672,A71,C71,6295.62,DEBIT,Flipkart,2026-04-14 21:31:00
T673,A34,C34,1502.31,DEBIT,Swiggy,2026-04-14 0:13:00
T674,A18,C18,16060.17,,Flipkart,2026-04-14 12:25:00
T675,A67,C67,2486.68,DEBIT,,2026-04-14 10:22:00
T676,A62,C62,13632.95,,Zomato,2026-04-14 2:10:00
T677,A93,C93,13240.24,credit,Zomato,2026-04-14 4:56:00
T678,A33,C33,6694.63,DEBIT,Swiggy,2026-04-14 14:8:00
T679,A31,C31,5545.4,,,2026-04-14 1:51:00
T680,A84,C84,2916.84,credit,Swiggy,2026-04-14 21:58:00
T681,A50,C50,15997.44,,Zomato,2026-04-14 12:0:00
T682,A78,C78,1169.97,DEBIT,Zomato,2026-04-14 18:50:00
T683,A100,C100,3368.31,credit,,2026-04-14 19:1:00
T684,A49,C49,6183.67,DEBIT,Swiggy,2026-04-14 10:0:00
T685,A92,C92,3317.24,DEBIT,Flipkart,2026-04-14 5:7:00
T686,A91,C91,15690.2,credit,Amazon,2026-04-14 0:5:00
T687,A80,C80,4687.85,debit,,2026-04-14 1:7:00
T688,A54,C54,12039.75,DEBIT,,2026-04-14 17:54:00
T689,A97,C97,7435.35,DEBIT,Swiggy,2026-04-14 16:33:00
T690,A51,C51,4534.14,credit,Zomato,2026-04-14 16:47:00
T691,A88,C88,875.84,credit,Amazon,2026-04-14 1:36:00
T692,A69,C69,11920.13,DEBIT,Swiggy,2026-04-14 9:42:00
T693,A4,C4,4406.38,credit,Amazon,2026-04-14 18:24:00
T694,A4,C4,1602.48,credit,Flipkart,2026-04-14 21:12:00
T695,A27,C27,18210.56,DEBIT,Flipkart,2026-04-14 0:56:00
T696,A55,C55,616.78,debit,Amazon,2026-04-14 5:7:00
T697,A21,C21,4586.48,,Zomato,2026-04-14 7:5:00
T698,A46,C46,250.58,debit,,2026-04-14 1:11:00
T699,A19,C19,6617.26,credit,Amazon,2026-04-14 13:51:00
T700,A37,C37,19963.5,DEBIT,Swiggy,2026-04-14 11:33:00
T701,A32,C32,6227.82,DEBIT,Amazon,2026-04-14 16:33:00
T702,A11,C11,5029.92,,Flipkart,2026-04-14 17:35:00
T703,A97,C97,4714.93,credit,Zomato,2026-04-14 10:55:00
T704,A73,C73,7426.92,credit,Flipkart,2026-04-14 1:45:00
T705,A34,C34,9148.02,credit,Flipkart,2026-04-14 3:31:00
T706,A54,C54,14973.22,debit,Amazon,2026-04-14 17:40:00
T707,A75,C75,16855.39,credit,Swiggy,2026-04-14 14:20:00
T708,A1,C1,1700.29,DEBIT,Zomato,2026-04-14 11:2:00
T709,A1,C1,5771.1,debit,Zomato,2026-04-14 18:48:00
T710,A66,C66,16645.18,DEBIT,,2026-04-14 8:47:00
T711,A2,C2,11634.72,,,2026-04-14 3:37:00
T712,A40,C40,8430.79,credit,Swiggy,2026-04-14 18:4:00
T713,A96,C96,12315.81,,,2026-04-14 20:53:00
T714,A38,C38,9258.0,credit,Amazon,2026-04-14 22:17:00
T715,A28,C28,4840.57,DEBIT,Amazon,2026-04-14 1:48:00
T716,A82,C82,18513.2,credit,Amazon,2026-04-14 13:3:00
T717,A96,C96,13364.62,credit,Swiggy,2026-04-14 5:44:00
T718,A41,C41,16908.92,debit,Flipkart,2026-04-14 5:49:00
T719,A20,C20,11205.56,credit,Zomato,2026-04-14 11:58:00
T720,A14,C14,892.78,debit,,2026-04-14 18:3:00
T721,A65,C65,4262.76,credit,Zomato,2026-04-14 8:7:00
T722,A10,C10,1529.5,debit,,2026-04-14 17:41:00
T723,A71,C71,4579.85,credit,,2026-04-14 8:54:00
T724,A92,C92,16622.89,DEBIT,Swiggy,2026-04-14 10:45:00
T725,A23,C23,6269.05,,Flipkart,2026-04-14 7:44:00
T726,A66,C66,2630.36,,Amazon,2026-04-14 11:8:00
T727,A43,C43,15868.15,,Zomato,2026-04-14 19:27:00
T728,A6,C6,10931.82,debit,Flipkart,2026-04-14 16:36:00
T729,A7,C7,5034.32,,Flipkart,2026-04-14 20:34:00
T730,A56,C56,2954.42,,Flipkart,2026-04-14 13:56:00
T731,A42,C42,14777.36,debit,,2026-04-14 4:14:00
T732,A92,C92,12167.46,credit,Zomato,2026-04-14 6:27:00
T733,A18,C18,9099.17,,Flipkart,2026-04-14 17:48:00
T734,A33,C33,15027.09,credit,Swiggy,2026-04-14 12:24:00
T735,A84,C84,15074.74,credit,,2026-04-14 16:17:00
T736,A24,C24,12874.08,DEBIT,Flipkart,2026-04-14 1:29:00
T737,A49,C49,4829.43,debit,Amazon,2026-04-14 7:35:00
T738,A65,C65,19844.73,,,2026-04-14 21:42:00
T739,A83,C83,3642.88,credit,Swiggy,2026-04-14 0:32:00
T740,A66,C66,5675.46,,,2026-04-14 11:11:00
T741,A23,C23,-43.88,debit,Flipkart,2026-04-14 10:7:00
T742,A68,C68,1405.33,DEBIT,,2026-04-14 20:54:00
T743,A82,C82,13636.72,credit,Flipkart,2026-04-14 8:40:00
T744,A28,C28,12135.61,debit,,2026-04-14 7:19:00
T745,A8,C8,9655.35,credit,Swiggy,2026-04-14 15:16:00
T746,A87,C87,18672.08,credit,Swiggy,2026-04-14 5:20:00
T747,A90,C90,15925.62,debit,Flipkart,2026-04-14 7:38:00
T748,A20,C20,974.2,credit,Amazon,2026-04-14 23:33:00
T749,A61,C61,2849.08,credit,Swiggy,2026-04-14 22:19:00
T750,A97,C97,16198.5,credit,Flipkart,2026-04-14 4:29:00
T751,A34,C34,15962.71,debit,Swiggy,2026-04-14 21:13:00
T752,A44,C44,3905.25,,Flipkart,2026-04-14 0:25:00
T753,A10,C10,10123.0,,Amazon,2026-04-14 16:48:00
T754,A84,C84,6539.48,DEBIT,Swiggy,2026-04-14 16:20:00
T755,A6,C6,16571.47,credit,Swiggy,2026-04-14 9:44:00
T756,A62,C62,8478.73,DEBIT,Zomato,2026-04-14 13:54:00
T757,A76,C76,908.58,debit,Amazon,2026-04-14 14:15:00
T758,A76,C76,8667.27,debit,,2026-04-14 22:44:00
T759,A2,C2,6845.14,credit,Amazon,2026-04-14 15:15:00
T24,A49,C49,5365.88,credit,Amazon,2026-04-14 12:59:00
T761,A66,C66,18811.73,DEBIT,Swiggy,2026-04-14 1:54:00
T762,A38,C38,3855.76,credit,Amazon,2026-04-14 11:15:00
T763,A41,C41,15710.41,,Zomato,2026-04-14 11:32:00
T764,A100,C100,16971.99,DEBIT,Flipkart,2026-04-14 4:24:00
T765,A37,C37,299.83,debit,Swiggy,2026-04-14 0:49:00
T766,A32,C32,19840.24,credit,Flipkart,2026-04-14 15:50:00
T767,A29,C29,6750.69,DEBIT,Swiggy,2026-04-14 17:21:00
T768,A58,C58,174.85,credit,Swiggy,2026-04-14 15:12:00
T769,A28,C28,7323.15,debit,Flipkart,2026-04-14 13:29:00
T770,A77,C77,12004.1,credit,Amazon,2026-04-14 20:25:00
T771,A64,C64,7762.64,,Flipkart,2026-04-14 0:0:00
T772,A28,C28,7867.83,credit,Zomato,2026-04-14 3:17:00
T773,A82,C82,990.64,debit,Amazon,2026-04-14 9:9:00
T774,A96,C96,6071.57,,Amazon,2026-04-14 16:49:00
T775,A21,C21,8840.0,credit,Amazon,2026-04-14 2:6:00
T776,A27,C27,7793.32,credit,Zomato,2026-04-14 6:2:00
T777,A59,C59,1326.8,,Swiggy,2026-04-14 7:2:00
T778,A83,C83,9565.39,credit,Zomato,2026-04-14 21:30:00
T779,A13,C13,13174.82,credit,Amazon,2026-04-14 3:16:00
T780,A42,C42,7493.39,DEBIT,Flipkart,2026-04-14 7:30:00
T781,A87,C87,6492.46,debit,Amazon,2026-04-14 13:46:00
T782,A60,C60,3420.31,credit,Flipkart,2026-04-14 11:45:00
T783,A77,C77,6768.04,debit,Zomato,2026-04-14 11:18:00
T784,A30,C30,18820.32,DEBIT,Flipkart,2026-04-14 15:48:00
T785,A93,C93,6065.2,debit,Amazon,2026-04-14 21:14:00
T786,A38,C38,4023.59,credit,,2026-04-14 5:47:00
T787,A36,C36,4160.61,,Amazon,2026-04-14 13:34:00
T788,A53,C53,3336.3,debit,Zomato,2026-04-14 3:45:00
T789,A8,C8,15668.83,,Flipkart,2026-04-14 9:31:00
T790,A65,C65,17879.48,debit,Zomato,2026-04-14 1:11:00
T791,A49,C49,8945.74,credit,,2026-04-14 7:12:00
T792,A27,C27,4914.83,credit,Zomato,2026-04-14 5:17:00
T793,A12,C12,3842.8,,,2026-04-14 1:33:00
T794,A90,C90,10945.92,debit,Flipkart,2026-04-14 3:54:00
T795,A91,C91,6602.96,,Zomato,2026-04-14 21:55:00
T796,A12,C12,17280.26,credit,Flipkart,2026-04-14 18:30:00
T797,A87,C87,4311.93,,Swiggy,2026-04-14 1:36:00
T798,A29,C29,366.18,,Flipkart,2026-04-14 13:16:00
T799,A68,C68,3118.9,DEBIT,Zomato,2026-04-14 17:26:00
